_id,OBJECTID,CartID,BikeFacilityType,MSAG_Name,ProjectName,Jurisdiction,District,Length,MaintenanceResponsibility,Status,FacilityName,Comments,Shape__Length
2035,2035,BF_313001033,Bike Lane,CINCINNATI AVE,Unknown,San Antonio,1,722.03112332,COSA - Public Works Dept,Active,Cincinnati Ave from Alexander Ave to IH 10 W Access Rd,None,722.031123329748
2036,2036,BF_313002983,Bike Lane,S FLORES ST,Unknown,San Antonio,5,143.13568462,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,143.13568462677
2037,2037,BF_313000396,Bike Lane,CALIZA DR,Unknown,San Antonio,9,1291.95699847,COSA - Public Works Dept,Active,Caliza Dr from Encino Rio to E Evans Rd,None,1291.95699847059
2038,2038,BF_313004009,Multi Use Path,PRUE RD,Unknown,San Antonio,8,627.79092437,COSA - Public Works Dept,Inactive,Prue Rd from Country Dawn to Babcock Rd,changed to Inactive Status per 01/31/2020 email from Lauren Simcic to Paul Tenner - not a valid Bike Facility per City Auditor's Office,627.790924373739
2039,2039,BF_313000513,Buffered Lane,VISTA VW,Unknown,San Antonio,9,236.98773097,COSA - Public Works Dept,Active,Vista Vw from Braesview_Patricia Dr intersection to Blanco Rd,None,236.987730975554
2040,2040,BF_313001694,Bike Lane,N NEW BRAUNFELS AVE,Unknown,San Antonio,2,36.29946726,COSA - Public Works Dept,Active,N New Braunfels Ave from Eleanor Ave to Burr Rd,None,36.299467263848
2041,2041,BF_313003034,Bike Lane,S FLORES ST,Unknown,San Antonio,3,368.0395519,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,368.039551901865
2042,2042,BF_313001070,Bike Lane,INGRAM RD,Unknown,San Antonio,6,506.13940485,COSA - Public Works Dept,Active,Ingram Rd from NW Loop 410 Access Rd to Benrus Dr,None,506.139404858617
2043,2043,BF_313000795,Bike Lane,S ALAMO ST,40-00337 S Alamo St Pereida to E Cesar Chavez,San Antonio,1,191.81174846,COSA - Public Works Dept,Active,S Alamo St from Pereida St to E Cesar Chavez Blvd,None,191.811748459432
2044,2044,BF_313002231,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,133.82171546,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,133.821715464218
2045,2045,BF_313002310,Route,SOLEDAD ST,Unknown,San Antonio,1,555.41741869,COSA - Public Works Dept,Active,Soledad St from E Commerce St to Navarro St,None,555.417418695411
2046,2046,BF_313001097,Bike Lane,CROSS CANYON,Unknown,San Antonio,9,1091.92759977,COSA - Public Works Dept,Active,Cross Canyon from Heimer Rd to Jones Maltsberger Rd,None,1091.92759977112
2047,2047,BF_313000231,Bike Lane,S PINE ST,Unknown,San Antonio,3,379.02783165,COSA - Public Works Dept,Active,S Pine St from E Drexel Ave to Steves Ave,None,379.027831653569
2048,2048,BF_313004335,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,273.83069051,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,273.830690512422
2049,2049,BF_313002187,Route,N CALAVERAS,Unknown,San Antonio,5,113.55872958,COSA - Public Works Dept,Active,N Calaveras_Private Rd_W Houston St_N Chupaderas from Cincinnati Ave to Buena Vista St,None,113.558729587818
2050,2050,BF_313002209,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,265.14192966,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,265.141929663407
2051,2051,BF_313002233,Shoulder,CADILLAC DR,Unknown,San Antonio,9,3915.53855103,COSA - Public Works Dept,Active,Cadillac Dr from Blanco Rd to La Salle,None,3915.53855103334
2052,2052,BF_313000164,Route,N FLORES ST,Unknown,San Antonio,1,262.64139684,COSA - Public Works Dept,Active,N Flores St from W Euclid Ave to W Martin St,None,262.641396848436
2053,2053,BF_313001301,Bike Lane,EAGLELAND DR,Unknown,San Antonio,1,270.99512112,COSA - Public Works Dept,Active,Missions Trail MT 4 - Eagleland Dr_W Carolina St from 139 ft W of Guenther St to S St Marys St,None,270.995121125606
2054,2054,BF_313002656,Bike Lane,GUADALUPE ST,Unknown,San Antonio,5,11.31920878,COSA - Public Works Dept,Active,Guadalupe St from S San Jacinto St to SW 19th St,None,11.3192087830852
2055,2055,BF_313004248,Bike Lane,REDLAND RD,Unknown,San Antonio,10,720.55012627,COSA - Public Works Dept,Active,Redland Rd from Jones Maltsberger Rd to N Loop 1604 E Access Rd,None,720.550126269553
2056,2056,BF_313000644,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,358.58735418,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,358.587354180764
2057,2057,BF_313004061,To Be Determined,BENRUS,Unknown,San Antonio,7,346.25898877,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Benrus Blvd from Ingram Rd to Culebra Rd,None,346.25898877411
2058,2058,BF_313004489,Bike Lane,CRESTA BELLA,Unknown,San Antonio,8,747.18701594,COSA - Public Works Dept,Active,Cresta Bella from Camp Bullis Rd to IH-10 W Access Rd,None,747.187015943286
2059,2059,BF_313003223,Bike Lane,FRIO CITY RD,Unknown,San Antonio,5,335.16229086,COSA - Public Works Dept,Active,Frio City Rd from S Brazos St to W Malone,None,335.162290867675
2060,2060,BF_313003557,Bike Lane,S FLORES ST,Unknown,San Antonio,5,83.46609647,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,83.4660964723773
2061,2061,BF_313001469,Route,S CALLAGHAN RD,Unknown,San Antonio,6,300.52234869,COSA - Public Works Dept,Active,S Callaghan Rd from Old US Hwy 90 W to US Hwy 90 W,None,300.522348691117
2062,2062,BF_313002017,Bike Lane,HORN BLVD,Unknown,San Antonio,7,486.99707704,COSA - Public Works Dept,Active,Horn Blvd from Babcock Rd to Prue Rd,None,486.997077042962
2063,2063,BF_313000885,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,223.38502125,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,223.385021259097
2064,2064,BF_313003085,Route,ADAMS HILL DR,Unknown,San Antonio,4,163.250193,COSA - Public Works Dept,Active,Adams Hills Dr from Mossy Creek Dr to Hunt Ln,None,163.250193002829
2065,2065,BF_313000066,Bike Lane,FAIRLAWN DR,Unknown,San Antonio,3,177.38743573,COSA - Public Works Dept,Active,Fairlawn Dr from Killarney Dr to Emory Oak,None,177.387435739463
2066,2066,BF_313000036,Buffered Lane,FOSTER MEADOWS,IMP 2019 Bike Facility Restriping,San Antonio,2,637.06271715,COSA - Public Works Dept,Active,Foster Meadows from US Hwy 87 E to Sinclair Rd,None,637.062717152647
2067,2067,BF_313000538,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,355.58780286,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,355.587802860093
2068,2068,BF_313002664,Route,DUGAS DR,Unknown,San Antonio,4,179.48869586,COSA - Public Works Dept,Active,Dugas Dr from Dead End at Arrowhead Trl to W Military Dr,None,179.488695860759
2069,2069,BF_313001158,Bike Lane,BUENA VISTA ST,Unknown,San Antonio,5,351.44485108,COSA - Public Works Dept,Active,Buena Vista St from SW 19th St to S Frio,None,351.444851084057
2070,2070,BF_313000949,Route,LES HARRISON DR,Unknown,San Antonio,6,277.64291914,COSA - Public Works Dept,Active,Les Harrison Dr_Weybridge from Culebra Rd to Dover Rdg,None,277.642919144258
2071,2071,BF_313004274,Route,W ASHBY PLACE,Unknown,San Antonio,1,387.58748873,COSA - Public Works Dept,TBD,W Ashby Place from Grant Ave to N Flores St,None,387.587488727241
2072,2072,BF_313001477,Shoulder,GROWDON RD,Unknown,San Antonio,4,6039.4264828,COSA - Public Works Dept,Active,Growdon Rd from Billy Mitchell Rd to W Thompson Place,None,6039.42648280575
2073,2073,BF_313004452,Buffered Lane,HORAL DR,IMP 2020 Bike Facility New Application,San Antonio,6,1352.09411,COSA - Public Works Dept,Active,Horal Dr from Marbach Rd to Waters Edge Dr,None,1352.09410997064
2074,2074,BF_313000502,Bike Lane,W THEO AVE,Unknown,San Antonio,5,198.30258296,COSA - Public Works Dept,Active,W Theo Ave_E Theo Ave from S Zarzamora St to Concepcion Park,None,198.302582963241
2075,2075,BF_313001620,Route,HAYS ST,Unknown,San Antonio,2,511.00740018,COSA - Public Works Dept,Active,Hays St from N Mesquite St to N Onslow St,None,511.007400185882
2076,2076,BF_313001809,Route,GILLETTE BLVD,Unknown,San Antonio,3,1216.58616789,COSA - Public Works Dept,Active,Gillette Blvd from Clamp to S Zarzamora St,None,1216.5861678965
2077,2077,BF_313004392,Multi Use Path,UTSA BLVD,Unknown,San Antonio,8,5300.57950811,COSA - Public Works Dept,Active,UTSA Blvd from Valero Way to Babcock Rd,None,5300.57950811057
2078,2078,BF_313001531,Route,DONALDSON AVE,Unknown,San Antonio,7,384.92365545,COSA - Public Works Dept,Active,Donaldson Ave from N Elmendorf to E Quill Dr,None,384.923655450515
2079,2079,BF_313000942,Bike Lane,PLEASANTON RD,Unknown,San Antonio,3,648.31034926,COSA - Public Works Dept,Active,Pleasanton Rd from Moursund Blvd to SE Loop 410 Access Rd,None,648.310349263557
2080,2080,BF_313003228,Bike Lane,W THOMPSON PLACE,Unknown,San Antonio,5,74.54513915,COSA - Public Works Dept,Active,W Thompson Place from Growdon Rd to Cupples Rd,None,74.5451391591571
2081,2081,BF_313004301,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,414.98829049,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,414.988290488758
2082,2082,BF_313000029,Buffered Lane,ROWE DR,Unknown,San Antonio,10,122.73163717,COSA - Public Works Dept,Active,Rowe Dr from Cadbury to S of Sackville Dr,None,122.731637172736
2083,2083,BF_313004264,Route,N FRIO ST,Unknown,San Antonio,5,429.78632866,COSA - Public Works Dept,Active,N Frio St from W Martin St to W Commerce St,None,429.78632865605
2084,2084,BF_313000736,Bike Lane,HORAL DR,Unknown,San Antonio,4,356.02170306,COSA - Public Works Dept,Active,Horal Dr from Marbach Rd to US Hwy 90 W Access Rd,None,356.021703067135
2085,2085,BF_313004401,Route,E GRAYSON ST,Unknown,San Antonio,2,524.27617317,COSA - Public Works Dept,Active,E Grayson St from N Alamo St to N Pine St,None,524.276173174541
2086,2086,BF_313002213,Bike Lane,N ELMENDORF,Unknown,San Antonio,7,345.01853015,COSA - Public Works Dept,Active,N Elmendorf from Cincinnati Ave to Fredericksburg Rd,None,345.018530150018
2087,2087,BF_313001947,Multi Use Path,MEDINA BASE RD,Unknown,San Antonio,4,1118.30157895,COSA - Public Works Dept,Active,Medina Base Rd from SW Loop 410 to Five Palms Dr _CIMS 2007 Bond project 10 ft wide Multi Use Path,None,1118.30157895524
2088,2088,BF_313002020,Bike Lane,HORN BLVD,Unknown,San Antonio,7,1162.46589798,COSA - Public Works Dept,Active,Horn Blvd from Babcock Rd to Prue Rd,None,1162.4658979865
2089,2089,BF_313004332,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,402.29366189,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,402.293661894546
2090,2090,BF_313000855,Buffered Lane,CINCINNATI AVE,Unknown,San Antonio,7,197.62938741,COSA - Public Works Dept,Active,S Josephine Tobin Dr_Cincinnati Ave west of Adaes Ave to S Josephine Tobin Dr_Alexander Ave_Cincinnati Ave,None,197.629387413453
2091,2091,BF_313004060,To Be Determined,BENRUS,Unknown,San Antonio,7,346.00611829,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Benrus Blvd from Ingram Rd to Culebra Rd,None,346.006118287354
2092,2092,BF_313003132,Bike Lane,WALKER RANCH,Unknown,San Antonio,9,273.77589293,COSA - Public Works Dept,Active,Walker Ranch from Bitters Rd to Wood Valley,None,273.775892936702
2093,2093,BF_313002458,Bike Lane,PICKWELL DR,Unknown,San Antonio,3,317.8941923,COSA - Public Works Dept,Active,Pickwell Dr from Southport Dr Tipperary,None,317.894192302356
2094,2094,BF_313001814,Bike Lane,GILLETTE BLVD,Unknown,San Antonio,4,1194.12690681,COSA - Public Works Dept,Active,Gillette Blvd from S Zarzamora St to Poteet Jourdanton Fwy (AKA: Hwy 16),None,1194.12690681402
2095,2095,BF_313000286,Bike Lane,S PINE ST,Unknown,San Antonio,2,226.297259,COSA - Public Works Dept,Active,S Pine St from Nevada to Aransas Ave,None,226.297259001179
2096,2096,BF_313001418,Route,CAMINO COAHUILTECA,Unknown,San Antonio,3,879.8424221,COSA - Public Works Dept,Active,Espada Rd_Camino Coahuilteca from E Chavaneaux Rd to Villamain,None,879.842422108101
2097,2097,BF_313003343,Bike Lane,RHYSE GROVE,Unknown,San Antonio,10,497.79211272,COSA - Public Works Dept,Active,Rhyse Grove from Oconnor Rd to Ashbury Oaks,None,497.792112725807
2098,2098,BF_313001690,Bike Lane,N NEW BRAUNFELS AVE,Unknown,San Antonio,2,271.8467446,COSA - Public Works Dept,Active,N New Braunfels Ave from Eleanor Ave to Burr Rd,None,271.84674460043
2099,2099,BF_313000812,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,363.836469,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,363.836469005508
2100,2100,BF_313003230,Bike Lane,W THOMPSON PLACE,Unknown,San Antonio,5,557.54020509,COSA - Public Works Dept,Active,W Thompson Place from Growdon Rd to Cupples Rd,None,557.540205095816
2101,2101,BF_313000130,Route,W MARTIN ST,Unknown,San Antonio,1,192.28106928,COSA - Public Works Dept,Active,W Martin St from N Flores St to N Medina,None,192.281069280268
2102,2102,BF_313004189,Bike Lane,S ALAMO ST,40-00337 S Alamo St Pereida to E Cesar Chavez,San Antonio,1,149.39426246,COSA - Public Works Dept,Active,S Alamo St from Pereida St to E Cesar Chavez Blvd,None,149.394262463122
2103,2103,BF_313000507,Bike Lane,PECAN VALLEY DR,Unknown,San Antonio,3,641.59959848,COSA - Public Works Dept,Active,Pecan Valley Dr from Hiawatha to Dollarhide Ave,None,641.599598487318
2104,2104,BF_313003414,Bike Lane,S GEVERS ST,Unknown,San Antonio,3,409.24016569,COSA - Public Works Dept,Active,S Gevers St from E Drexel Ave to Waleetka St,None,409.240165697565
2105,2105,BF_313000941,Bike Lane,PLEASANTON RD,Unknown,San Antonio,3,317.11491488,COSA - Public Works Dept,Active,Pleasanton Rd from Moursund Blvd to SE Loop 410 Access Rd,None,317.114914888913
2106,2106,BF_313003018,Bike Lane,SEASCAPE DR,Unknown,San Antonio,4,325.88542514,COSA - Public Works Dept,Active,Seascape Dr from W Military Dr to Potranco Rd,None,325.885425142119
2107,2107,BF_313002611,Route,SCARSDALE,Unknown,San Antonio,10,1565.69421807,COSA - Public Works Dept,Active,Scarsdale from Bell Dr to Thousand Oaks,None,1565.69421807934
2108,2108,BF_313000897,Bike Lane,TEZEL RD,Unknown,San Antonio,6,726.6793951,COSA - Public Works Dept,Active,Tezel Rd from Timber Path to Old Tezel Rd,None,726.679395109359
2109,2109,BF_313000071,Bike Lane,BELL DR,Unknown,San Antonio,10,210.51926393,COSA - Public Works Dept,Active,Bell Dr from Stahl Rd to Uhr Lane,None,210.519263931828
2110,2110,BF_313002329,Route,W LIGUSTRUM,Unknown,San Antonio,7,1479.00777784,COSA - Public Works Dept,Active,E Cheryl Dr_W Cheryl Dr_W Ligustrum from Donaldson Ave to Marquette,None,1479.00777784736
2111,2111,BF_313002949,Bike Lane,E ASHBY PLACE,Unknown,San Antonio,1,387.75640862,COSA - Public Works Dept,Active,E Ashby Place from N Main Ave to N St Marys St,None,387.756408623967
2112,2112,BF_313002123,Route,DUGAS DR,Unknown,San Antonio,4,656.7825547,COSA - Public Works Dept,Active,Dugas Dr from Dead End at Arrowhead Trl to W Military Dr,None,656.782554705675
2113,2113,BF_313003098,Bike Lane,ROGERS RD,Unknown,San Antonio,6,2283.11042994,COSA - Public Works Dept,Active,Rogers Rd from State Hwy 151 to Westover Hills Blvd,None,2283.11042994247
2114,2114,BF_313003573,Route,E SUNSHINE,Unknown,San Antonio,7,234.38474165,COSA - Public Works Dept,Active,E Sunshine from Hillcrest Dr to Dickinson Dr,None,234.384741654427
2115,2115,BF_313004259,Multi Use Path,CALLAGHAN RD,Unknown,San Antonio,7,162.99951189,COSA - Public Works Dept,Active,TBD,None,162.999511890462
2116,2116,BF_313000993,Bike Lane,W MALONE,Unknown,San Antonio,5,564.85201918,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,564.852019183903
2117,2117,BF_313000739,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,459.03533217,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,459.035332178506
2118,2118,BF_313002222,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,997.38633567,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,997.386335674693
2119,2119,BF_313000259,Bike Lane,S GEVERS ST,Unknown,San Antonio,3,288.19308259,COSA - Public Works Dept,Active,S Gevers St from E Drexel Ave to Waleetka St,None,288.193082590724
2120,2120,BF_313002189,Route,N CALAVERAS,Unknown,San Antonio,1,194.38229299,COSA - Public Works Dept,Active,N Calaveras_Private Rd_W Houston St_N Chupaderas from Cincinnati Ave to Buena Vista St,None,194.382292993197
2121,2121,BF_313002803,Bike Lane,N HAMILTON AVE,Unknown,San Antonio,5,199.33287773,COSA - Public Works Dept,Active,N Hamilton Ave from Lombrano St to W Martin St,None,199.33287773673
2122,2122,BF_313004352,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,138.78608001,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,138.786080006551
2123,2123,BF_313002509,Route,S ALAMO ST,Unknown,San Antonio,5,210.24307471,COSA - Public Works Dept,Active,S Alamo St_Pereida St from Probandt St to S Presa St,None,210.243074713204
2124,2124,BF_313002487,Buffered Lane,PICKWELL DR,Unknown,San Antonio,3,290.50394776,COSA - Public Works Dept,Active,Pickwell Dr from SE Military Dr to Southport Dr,None,290.503947767469
2125,2125,BF_313001945,Multi Use Path,MEDINA BASE RD,Unknown,San Antonio,4,709.00210559,COSA - Public Works Dept,Active,Medina Base Rd from SW Loop 410 to Five Palms Dr _CIMS 2007 Bond project 10 ft wide Multi Use Path,None,709.002105595713
2126,2126,BF_313002937,Bike Lane,BAYWATER STAGE,Unknown,San Antonio,8,287.82863728,COSA - Public Works Dept,Active,Baywater Stage from Boerne Stage to Bexar County Line,None,287.828637280275
2127,2127,BF_313002347,Multi Use Path,RAPLA CROSSING,Unknown,San Antonio,6,297.7675835,COSA - Public Works Dept,Active,Persyn Tract_Rapla Crossing from Reed to W Military,None,297.767583505513
2128,2128,BF_313002155,Bike Lane,N MAIN AVE,Unknown,San Antonio,1,264.52670888,COSA - Public Works Dept,Active,N Main Ave from Commerce to Navarro St,None,264.526708887562
2129,2129,BF_313001618,Route,HAYS ST,Unknown,San Antonio,2,486.71434453,COSA - Public Works Dept,Active,Hays St from N Mesquite St to N Onslow St,None,486.714344537001
2130,2130,BF_313003489,Bike Lane,Hot Wells Ave,Unknown,San Antonio,3,1089.03527053,COSA - Public Works Dept,Active,Hot Wells Ave from S Presa St to Goliad Rd,None,1089.03527053459
2131,2131,BF_313001854,Route,S ELLISON DR,Unknown,San Antonio,4,289.3727499,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,289.372749900356
2132,2132,BF_313003467,Bike Lane,SEMLINGER RD,Unknown,San Antonio,2,187.50061975,COSA - Public Works Dept,Active,Semlinger Rd from Lord Rd to Wycliff Dr,None,187.50061975413
2133,2133,BF_313001281,Route,N FLORES ST,Unknown,San Antonio,1,401.95103505,COSA - Public Works Dept,Active,N Flores St from W Euclid Ave to W Martin St,None,401.951035053497
2134,2134,BF_313000605,Buffered Lane,HENDERSON PASS,Unknown,San Antonio,9,406.05457809,COSA - Public Works Dept,Active,Henderson Pass from Diamnond Canyon Dr to Point Oak,None,406.054578091028
2135,2135,BF_313002526,Route,CEDAR PARK,Unknown,San Antonio,8,897.11547069,COSA - Public Works Dept,Active,Cedar Park from Asher Park to Prue Rd,None,897.115470695977
